User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
CDC Emerging Infections,@CDC_NCEZID,2021-03-05T16:04:05.000Z,Don’t get diarrhea during your next adventure. When visiting places with unknown water quality—such as remote hiking areas or campgrounds—treat water to kill germs before drinking it. Follow these steps to make water safe: https://cdc.gov/healthywater/drinking/travel/index.html…,6,55,113
CDC,@CDCgov,2021-03-05T18:15:00.000Z,"Do your part to slow the spread of #COVID19:
Wear a mask with multiple layers that fits snugly against your face.
Stay at least 6 ft apart.
Avoid crowds & poorly ventilated spaces.
Wash hands often.
Get a vaccine when it's available to you.
More: https://bit.ly/2X0zmwc",254,1K,1.3K
CDC,@CDCgov,2021-03-05T17:10:38.000Z,"V-safe is a smartphone-based tool that lets people tell CDC how they feel after #COVID19 vaccination. V-safe also reminds people to get their second dose of vaccine, if needed. Learn more: https://bit.ly/3gNkdpZ.",9,56,100
CDC,@CDCgov,2021-03-05T17:10:37.000Z,"The Vaccine Adverse Event Reporting System (VAERS) collects data to look for adverse events after vaccination that are unexpected, happen more often than expected, or have unusual patterns. Learn more: https://bit.ly/2O8Nst8.",12,43,87
CDC,@CDCgov,2021-03-04T20:10:00.000Z,"NFL Alumni Health President Bart Oates tells us why getting a #COVID19 vaccine is a win-win for fans and players! 

CDC is teaming up with 
@nflalumnihealth
 to help get all of us back in the game. Learn more: https://bit.ly/36JhidO.",11,48,83
CDC,@CDCgov,2021-03-04T19:11:03.000Z,"New in 
@CDCMMWR
: Proper resources and infection control measures can keep infection rates low among healthcare personnel, as shown in a new study of military personnel caring for #COVID19 patients in a field hospital. Learn more: http://bit.ly/7009a3.",8,31,72
CDC,@CDCgov,2021-03-04T18:40:02.000Z,CDC is committed to helping the maritime industry provide for the safety and well-being of crew members on board ships. Learn more about how maritime crew can protect themselves and others while onboard: https://bit.ly/3q6lc7J.,8,23,72
CDC,@CDCgov,2021-03-04T18:09:14.000Z,"The study also found that Hispanic children and Black children had higher infection rates than White children, highlighting the need for comprehensive prevention strategies. Learn more: http://bit.ly/7009a4.",11,41,76
CDC,@CDCgov,2021-03-04T18:09:13.000Z,A CDC-supported study in Mississippi found the actual number of children infected with the virus that causes COVID-19 might have been much higher than the number of cases reported. http://bit.ly/7009a4,25,135,175
CDC,@CDCgov,2021-03-04T17:05:06.000Z,"New evidence shows why some variants of the virus that causes #COVID19 replicate more quickly & have increased transmission compared to others. Examples of these variants include B.1.1.7, first identified in the U.K. More: https://go.nature.com/3bMw59g.",40,176,255
CDC,@CDCgov,2021-03-04T15:32:12.000Z,CDC recommends children get 2 doses of MMR vaccine to help protect against #rubella. Has the pandemic delayed routine visits to your child’s doctor? Make sure they haven’t missed their vaccination. Learn more about rubella vaccination: https://bit.ly/3qVH9aK.,12,47,121
CDC,@CDCgov,2021-03-03T22:00:00.000Z,"Cases of #COVID19 are on the rise. 

As of March 1, the 7-day moving average of new cases is 66,010, a 3.5% increase from the previous week. Now is not the time to relax prevention measures. Wear a well-fitting mask. Stay 6 feet apart. Avoid crowds. More: https://bit.ly/3k2YJpC.",548,986,1.2K
CDC,@CDCgov,2021-03-03T21:06:00.000Z,"#HCPs: Talk to your patients about #COVID19 vaccines. Your strong recommendation is important, and your patients trust you as a source of vaccine information. Follow these tips for having effective conversations about vaccines: https://bit.ly/3maSUXA.",22,96,184
CDC,@CDCgov,2021-03-02T19:55:03.000Z,"Improve how your #mask 
 fits and protects you. Pick a mask with layers to stop more respiratory droplets from getting in or out. Learn more: https://bit.ly/3aWGUVW.",58,370,479
CDC,@CDCgov,2021-03-02T19:25:02.000Z,"Want to contribute to #PublicHealth? Anonymously and securely report how you are feeling each week to 
@OutbreaksNearMe
 and help track #COVID19 and #flu in your area. Visit http://outbreaksnearme.org.",15,29,66
CDC,@CDCgov,2021-03-02T18:07:04.000Z,"New 
@CDCMMWR
 outlines interim recommendations from the Advisory Committee on Immunization Practices for the Janssen #COVID19 vaccine in people 18 & older. Getting a COVID-19 vaccine when it’s available is critical to controlling the pandemic.  http://bit.ly/MMWR3221",17,64,118
CDC,@CDCgov,2021-03-02T17:15:06.000Z,"DYK? If you provide care for a person with a disability, you might be able to get a #COVID19 vaccine when they do, depending on your state’s plan. Contact your health department to find out if you can get a COVID-19 vaccine. Learn more: https://bit.ly/2P6j9nh.",17,78,124
CDC,@CDCgov,2021-03-02T16:20:02.000Z,"#HCPs: Attend today’s COCA Call: What Clinicians Need to Know About the J&J/Janssen #COVID19 Vaccine, at 2pm ET. Learn more: https://bit.ly/3szHdNN.",3,42,59
CDC,@CDCgov,2021-03-02T15:55:15.000Z,"March 3 is World Hearing Day and marks the launch of the first-ever 
@WHO
 World Report on Hearing.
Good hearing and communication are important at all stages of life. Learn more: http://bit.ly/2V94atu.
#Hearathon2021 #WorldHearingDay #HearingCare #SafeListening",5,98,142
CDC,@CDCgov,2021-03-01T22:35:03.000Z,LISTERIA OUTBREAK UPDATE: Additional cheeses and brands have been recalled. Check with the store or deli counter to make sure any other queso fresco/quesillo you buy or have at home is not supplied by the recalled brands. https://go.usa.gov/xsraW,15,246,249
CDC,@CDCgov,2021-03-01T21:30:05.000Z,"#COVID19 vaccines keep you from getting sick from COVID-19.

As of March 1, more than 50 million people in the US had received their first dose of COVID-19 vaccine. Of those, more than 25 million had received both doses & are fully vaccinated. 

More data: http://bit.ly/CDT_vaccine",148,378,797
CDC,@CDCgov,2021-03-01T21:00:34.000Z,"#HCPs: Attend the next COCA Call, Tuesday, March 2, at 2pm ET. Topic: What Clinicians Need to Know About the J&J/Janssen #COVID19 Vaccine. More: https://bit.ly/3szHdNN.",7,33,73
CDC,@CDCgov,2021-03-01T19:53:02.000Z,"Along with wearing masks & staying 6 ft apart, increased ventilation can help reduce spread of #COVID19 in schools. Open windows, use portable air cleaners, & improve building-wide filtration to increase ventilation when possible. Learn more: https://bit.ly/2PdfwvF.",57,219,370
CDC,@CDCgov,2021-02-28T16:57:01.000Z,"DYK that up to 1.5 million, or 1%, of women in the United States have a bleeding disorder and many don’t even know it? Take a free risk assessment and learn more. It’s #BetterYouKnow. http://bit.ly/2YCJQkN",8,34,79
Dr. Nancy Messonnier,@DrNancyM_CDC,2021-02-27T23:47:53.000Z,"Today 
@US_FDA
 granted emergency use authorization of Johnson & Johnson’s Janssen #COVID19 vaccine.
Tomorrow, Feb 28, 11 am ET, the Advisory Committee on Immunization Practices (#ACIP) will meet to discuss & then vote on whether to recommend. Join webcast:
https://bit.ly/2ZIw0On",20,99,284
CDC,@CDCgov,2021-02-27T22:00:31.000Z,CDC is closely following outbreaks of Ebola Virus Disease (EVD) in the Democratic Republic of the Congo (DRC) & Guinea. The outbreaks are centered in remote areas of these countries. The risk of Ebola to the United States is extremely low. Full statement: https://bit.ly/3q6SPGw,38,151,324
CDC,@CDCgov,2021-02-27T18:52:02.000Z,"Remember: When using household cleaners and disinfectants, always read product labels, wear protective gear, and do not mix chemicals. Learn how to clean and disinfect your home safely and effectively: https://bit.ly/3lh0OyB.
#CleanYourHomeSafely #CDC #COVID19 #StaySafe",22,70,164
CDC,@CDCgov,2021-02-26T23:39:32.000Z,"LISTERIA OUTBREAK UPDATE: Do not eat El Abuelito brand quesillo and requeson cheeses, in addition to the recalled queso fresco. Pregnant, aged 65 or older, or have a weakened immune system? Don’t eat any brand of quesillo or requeson until we learn more. https://go.usa.gov/xsraW",23,309,280
CDC,@CDCgov,2021-02-26T22:05:03.000Z,"Data continue to show that rates of #COVID19-associated hospitalizations are falling after a peak in early January. While rates are going down, they’re still too high. Help slow the spread:
 Wear a mask.
 Stay 6 feet apart.
 Avoid crowds.
More: https://bit.ly/2OECmMr.",175,630,1.3K
CDC,@CDCgov,2021-02-26T21:19:02.000Z,"On Sunday, Feb. 28, 2021, the Advisory Committee on Immunization Practices (ACIP) meets to vote on the use of Johnson & Johnson’s Janssen #COVID19 vaccine if 
@US_FDA
 grants authorization. Find more information, including webcast, here: https://bit.ly/2ZIw0On.",18,66,159
CDC,@CDCgov,2021-02-26T19:40:02.000Z,"Data show that testing volume for #COVID19 is down, but vaccinations are going up across the U.S. As of February 25, 2021, over 46 million people had received at least one dose of COVID-19 vaccine. Learn more: https://bit.ly/3na5XsV.COVID Data Tracker
CDC’s home for COVID-19 data. Visualizations, graphs, and data in one easy-to-use website.
covid.cdc.gov",8,36,88
CDC,@CDCgov,2021-02-26T19:40:01.000Z,"Safety in schools depends on safer communities. #COVID19 prevention strategies like wearing masks, staying at least 6 ft apart, and increasing testing and vaccinations can help us get there. All this and more in the COVID Data Tracker Weekly Review: http://bit.ly/CDTweeklyreview.",66,90,161
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-02-26T18:53:25.000Z,"Public education is a critical component of our response to the #COVID19 pandemic. It is a shared effort to empower people to protect themselves, especially those in disproportionally burdened populations.adcouncil
@AdCouncil
 · Feb 25
In partnership with @theCOVIDCollab, today we are proud to announce the creative platform for our COVID-19 vaccine education initiative, “It’s Up To You,” the largest and most critical communications effort in our nation’s history.
Show this thread",32,61,158
CDC,@CDCgov,2021-02-25T23:21:10.000Z,"As of February 22, national forecasts predict that 4,300–12,600 new #COVID19 deaths will be reported during the week ending March 20, bringing the projected total deaths to 526,000–548,000. More: https://bit.ly/3cKQIl4",19,62,110
CDC,@CDCgov,2021-02-25T21:36:02.000Z,"Join the CDC #COVID19 Partner Update call Monday, March 1, at 3:00 pm EST. 
Title: Progress Around Smokefree Policies During the COVID-19 Pandemic.
Retweet and Register: https://bit.ly/3bCmT7u.
#SmokeFree #health #COVID19",10,29,58
CDC,@CDCgov,2021-02-25T21:14:03.000Z,Don’t miss your chance to apply to be a Population Health Training In Place Program learner! Applications accepted through Feb. 28. http://bit.ly/CDCPHTIPP,7,28,67
CDC,@CDCgov,2021-02-25T20:23:03.000Z,It's important for everyone to use all the tools available to help stop this pandemic as we learn more about how #COVID19 vaccines work in real-world conditions. Continue to wear a mask and stay at least 6 feet away from others. Learn more: https://bit.ly/3bTltG3.,125,422,575
NFL Alumni Health,@nflalumnihealth,2021-02-16T22:38:05.000Z,"Former 
@nfl
 player, Super Bowl champion, 11 time Pro Bowler, 
@ProFootballHOF
 and 
@nflalumni
 @RodWoodson26
 shares his thoughts about COVID

#nfl #hof #superbowl #probowl #nflalumni #covid_19 #vaccine0:14
10K views",4,22,62
CDC,@CDCgov,2021-02-25T19:42:02.000Z,"Your pediatric patients may have missed well-child visits and need catch-up vaccination. It’s a good time to send out recall reminders. View or download the 2021 Recommended Child and Adolescent Immunization Schedule: https://bit.ly/2J3ntP1.
#Tweetiatrician #VaccinesWork",13,45,88
CDC,@CDCgov,2021-02-25T18:09:59.000Z,"New 
@CDCMMWR
 finds some skilled nursing facility residents tested positive for #COVID19 in two separate outbreaks, suggesting the possibility that they were reinfected. Wearing a mask, staying 6 ft from others, & avoiding crowds can help prevent COVID-19: http://bit.ly/7008a3.",22,39,90
NFL Alumni Health,@nflalumnihealth,2021-02-19T17:10:07.000Z,"We’ve got an URGENT message from 
@ProFootballHOF
 QB 
@WMoon1
! The 
@NFLAlumni
 has teamed up with 
@CDCgov
 to help raise awareness of and advance efforts to protect Americans from COVID-19.

For more vaccination info visit https://cdc.gov",10,46,122
CDC,@CDCgov,2021-02-25T17:32:00.000Z,"Expecting a visitor or repairperson? Good ventilation, along w/ other preventive actions, can help keep you from getting & spreading #COVID19. Keep exhaust fans on one hour after visitors leave to help remove virus particles that might be in the air. More: http://bit.ly/3o60JyU",27,258,308
CDC,@CDCgov,2021-02-24T15:00:00.000Z,".
@DrNunezSmith
 with 
@WHCOVIDresponse
 and CDC’S 
@DrNancyM_CDC
 will be at #COVIDVaccineForum showcasing the National Response Strategy to ensure vaccines get into people’s arms as quickly as possible while ensuring equitable access. Join today at 11 AM EST: http://cdc.gov/covidvaccineforum….GIF",10,29,84
CDC,@CDCgov,2021-02-23T21:52:02.000Z,"Counties in states with statewide mask mandates were 43% less likely to have rapid increases in #COVID19 cases during the summer of 2020. Nonmetropolitan counties were 67% less likely. For more information see 
@AnnalsOfEpi
: https://bit.ly/3qOqshn.",58,228,352
CDC,@CDCgov,2021-02-23T21:33:01.000Z,"Community orgs: You play an important role in teaching your community about #COVID19 vaccines. 
CDC's new toolkit has the tools you need to educate community members about COVID-19 vaccines and address their questions and concerns. 

See it here: https://bit.ly/3tSvIlQ.",34,87,129
CDC,@CDCgov,2021-02-23T20:40:02.000Z,"Many people with disabilities have conditions like diabetes, cancer, heart disease, or obesity that increase their risk of getting very sick from #COVID19. Talk to your doctor about your health conditions and about getting a COVID-19 vaccine. More: https://bit.ly/2P6j9nh.",78,114,209
CDC,@CDCgov,2021-02-23T18:54:00.000Z,"It’s important to understand how #COVID19 is impacting your county. “Your Community” on CDC’s COVID Data Tracker allows you to explore your county’s data, including cases, deaths, testing, and hospitalizations. Learn more: https://bit.ly/3khUNSN.1:39
27K views",13,70,114
CDC,@CDCgov,2021-02-23T17:19:02.000Z,Na’Sha and her team educate their community and promote the importance of getting a flu vaccine to people who are African American to combat potentially serious #flu complications. Learn more: https://bit.ly/37E3ima.,2,12,39
CDC,@CDCgov,2021-02-23T17:19:01.000Z,"Meet #FluFighter Na’Sha DeRamus, the Racial and Ethnic Approaches to Community Health (REACH) Flu Vaccination Promotion Coordinator at The Wellness Coalition (
@WellnessAlabama
) in Montgomery, Alabama.",11,35,116
CDC,@CDCgov,2021-02-23T16:01:03.000Z,COVID-19 vaccine practitioners are hearing from experts about innovative strategies for using data to assess & address health disparities at the #COVIDVaccineForum right now: http://cdc.gov/covidvaccineforum….,11,37,82
CDC,@CDCgov,2021-02-23T15:59:00.000Z,"Happening Now: 
@CDCDirector
 Dr. Rochelle Walensky shares remarks at #COVIDVaccineForum along with other federal leaders to discuss effective, equitable COVID-19 vaccine implementation. More: http://cdc.gov/covidvaccineforum…Starting Feb 23, 10:59 AM
CDC
@CDCgov
National Forum on COVID-19 Vaccine",9,32,54
CDC,@CDCgov,2021-02-22T15:15:00.000Z,"Join 
@WHCOVIDresponse
 Senior Policy Advisor 
@DrCameronWebb
 and 
@NIH
 Leader 
@KizzyPhD
 today at 11 AM EST at the #COVIDVaccineForum to hear about vaccine safety and the importance of trust as the foundation of successful vaccination efforts. http://cdc.gov/covidvaccineforum…GIF",5,29,73
CDC,@CDCgov,2021-02-22T15:00:37.000Z,".
@CDCDirector
 is speaking now at the #COVIDVaccineForum along with other federal leaders to discuss effective, equitable vaccine implementation. More: http://cdc.gov/covidvaccineforum….",18,44,86
CDC,@CDCgov,2021-02-22T14:00:01.000Z,"Are you involved in #COVID19 vaccination efforts in your community? Join the #COVIDVaccineForum today at 10 AM EST to hear from federal experts like 
@CDCDirector
, Joshua Peck, Diana Espinosa, 
@FEMA_Fenton
 & more: http://cdc.gov/covidvaccineforum…GIF",10,51,92
White House COVID-19 Response Team,@WHCOVIDResponse,2021-02-21T18:02:36.000Z,"From how we get this pandemic under control to an easy-to-understand breakdown of the virus's mutations, 
@CDCDirector
 Dr. Walensky is providing answers to some of your most pressing COVID-19 questions here.",102,397,1K
CDC,@CDCgov,2021-02-21T18:30:00.000Z,"Curious kids want to do everything their parents do. That’s why keeping medicines where kids can see them can be dangerous. When you are done using medicines this winter, put all #MedsUpAway to avoid a trip to the emergency room. Check out http://UpandAway.org for more.0:13
18.9K views",14,57,98
CDC,@CDCgov,2021-02-21T17:51:02.000Z,"Everyone reacts differently to stressful situations like #COVID19. You may feel anxious, angry, sad, or overwhelmed. If you or a loved one feels overwhelmed, get support 24/7 by calling or texting 1-800-985-5990. Learn more: https://bit.ly/39UVoEj.",54,335,453
CDC,@CDCgov,2021-02-20T21:41:01.000Z,"Preventing adverse childhood experiences #ACEs, #overdose, & #suicide can lead to increased economic productivity, more effective programs and services, lower healthcare costs, and longer lives. Learn more 
@CDCInjury
: https://bit.ly/2INHXNw.",38,88,211
CDC,@CDCgov,2021-02-20T19:56:01.000Z,New Parents: Are you looking for information about how to protect your new baby from getting #COVID19? Check out CDC’s toolkit to learn more about taking care of your baby in the hospital and at home: https://bit.ly/3cj2YfX.,21,107,160
CDC,@CDCgov,2021-02-20T13:54:02.000Z,"Carbon monoxide (CO) poisoning is dangerous and life-threatening. Symptoms of #COpoisoning include headache, dizziness, weakness, nausea, vomiting, chest pain, and confusion. If you have these symptoms, act quickly and call your doctor. https://bit.ly/3hv1Bu6",32,146,229
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-02-18T20:21:01.000Z,"#COVID19 has greatly impacted our nation’s health and Americans’ life expectancy - especially among our communities of color. 
@NCHStats
’s data is a stark reminder of the enormous toll of the pandemic and why we must all do our part to #StopTheSpread.NCHS
@NCHStats
 · Feb 18
#STATOFTHEDAY Life expectancy in the US declined one full year in the 1st half of 2020 to 77.8 yrs, down from 78.8 yrs in 2019.  https://go.usa.gov/xsbWH #longevity #pandemic #COVID19",31,96,211
CDC,@CDCgov,2021-02-18T22:49:23.000Z,"As of February 15, national forecasts predict that 2,300 to 7,300 new #COVID19 hospitalizations will likely be reported on March 15. More: https://bit.ly/2MUhi4i.",5,40,49
CDC,@CDCgov,2021-02-18T22:49:22.000Z,"As of February 15, national forecasts predict that 206,000 to 699,000 new #COVID19 cases will likely be reported during the week ending March 13. More: https://bit.ly/2MRNLIv.",10,39,49
CDC,@CDCgov,2021-02-18T22:49:22.000Z,"As of February 15, national forecasts predict that 8,400–18,500 new #COVID19 deaths and 530,000–559,000 total deaths will be reported during the week ending March 13. More: https://bit.ly/3cKQIl4.",28,112,137
CDC,@CDCgov,2021-02-18T21:15:04.000Z,#DYK? You need two #COVID19 mRNA vaccine doses to get the most protection from COVID-19. Time of your second dose will depend on which vaccine you got. Need help scheduling the second dose? Contact the location that set up your first appointment. https://bit.ly/38AqxNA.,28,112,165
CDC,@CDCgov,2021-02-18T20:45:08.000Z,COVID-19 vaccine communicators: Experts will share information on the importance of tailoring #COVID19 vaccine communications to your community’s needs at the National #COVIDVaccineForum: https://bit.ly/37n4vhC.,8,42,90
CDC,@CDCgov,2021-02-18T20:07:02.000Z,"Providing health services through #telehealth is critical to ensure access to care while limiting exposure to #COVID19. A new 
@CDCMMWR
 report discusses trends in use of telehealth at health centers during the COVID-19 pandemic. Read more: http://bit.ly/7007a3.",4,30,92
CDC,@CDCgov,2021-02-18T19:07:02.000Z,"A new 
@CDCMMWR
 found employers can help protect workers against #COVID19 by requiring and providing masks and other forms of protective equipment. Read more: http://bit.ly/7007a5.",10,48,94
CDC,@CDCgov,2021-02-18T18:07:28.000Z,".
@CDCMMWR
 shows weekly routine vaccination rates among Medicare beneficiaries declined by up to 89% in 2020 compared with 2019. Older adults need to be reassured that #vaccines are safe and important to protect their health during #COVID19. Learn more: http://bit.ly/7007a4.",16,38,74
CDC Environment,@CDCEnvironment,2021-02-18T17:23:00.000Z,Under a boil water advisory? Boil tap water for 1 minute to kill germs and make it safe to drink. https://go.usa.gov/xVZWb,19,221,256
CDC,@CDCgov,2021-02-17T19:15:04.000Z,"Experiencing #COVID19 data overload? CDC’s new COVID Data Tracker Weekly Review helps you stay up-to-date on the pandemic with weekly visualizations, analysis & interpretations of key data & trends. Read the 1st edition: http://bit.ly/CDTweeklyreview
Subscribe: http://bit.ly/CDTsubscribe",9,76,119
CDC,@CDCgov,2021-02-17T18:45:03.000Z,"Are you working to administer #COVID19 vaccine safely, quickly, and equitably to as many people as possible in your community? Experts speaking at the #COVIDVaccineForum will share promising practices: https://bit.ly/3puoocS.",10,48,71
CDC,@CDCgov,2021-02-17T17:12:14.000Z,"New 
@CDCMMWR
 looks at Minnesotans infected with a new variant of the virus that causes #COVID19 first detected in the U.K. in late 2020. Taking prevention steps is important as new variants emerge, including postponing travel & wearing well-fitting masks. http://bit.ly/MMWR21721",16,70,105
CDC,@CDCgov,2021-02-17T16:10:12.000Z,"New 
@CDCMMWR
 shows a new, quick-spreading form of #COVID19 first found in South Africa in late 2020 might have become the dominant variant in Zambia. Read more: http://bit.ly/MMWR21721b.
@PATHtweets",11,60,103
CDC,@CDCgov,2021-02-16T22:00:24.000Z,"#COVID19 vaccines protect you from getting sick with COVID-19. As of February 16, more than 39 million people had received their first dose of COVID-19 vaccine. Of those, over 15 million people had received both doses & are fully vaccinated. More: http://bit.ly/CDT_vaccine.",50,226,415
CDC Emerging Infections,@CDC_NCEZID,2021-02-16T21:42:02.000Z,Refrigerated or frozen foods may not be safe to eat after the loss of power. Find out what you can do to keep food safe during power outages: https://go.usa.gov/xs22x  #WinterStorm,16,146,190
CDC,@CDCgov,2021-02-16T21:31:02.000Z,"February is #HeartMonth
. People with #HeartDisease and those who have had a stroke are at higher risk for developing serious complications from #flu. Learn more on how to protect your heart and health: https://bit.ly/2nXADVq.",2,68,124
CDC,@CDCgov,2021-02-16T21:10:02.000Z,"If your power has been out for more than 4 hours, it’s important that you put refrigerated perishable foods in a cooler. Here are a few tips to prepare you for what to do before, during and after a power outage: https://go.usa.gov/xs22x.",31,212,310
CDC Environment,@CDCEnvironment,2021-02-14T16:38:04.000Z,"The right clothes can help keep you warm during #winter. If you plan to go outside, remember to cover your nose, cheeks, ears, fingers, and toes to prevent frostbite. More #WinterSafety tips: https://bit.ly/2CeaGTO",9,84,124
CDC Environment,@CDCEnvironment,2021-02-14T17:41:01.000Z,"Prevent carbon monoxide (CO) poisoning. Never run gas-powered generators in the home. Always place them outside, at least 20 feet away from any windows, doors, or vents. https://bit.ly/3hv1Bu6 #PrepYourHealth",2,138,169
CDC,@CDCgov,2021-02-14T20:35:00.000Z,"1 in 3 American adults has #prediabetes – but most don’t know it. Could you be one of them? 
Take the 1-minute risk test at http://DoIHavePrediabetes.org to find out and learn how prediabetes can be reversed.",24,93,171
CDC,@CDCgov,2021-02-14T17:32:00.000Z,"The answer is true! People with SCT may be eligible to donate blood and can also register to become an organ and tissue donor. Learn more: https://bit.ly/2wGEOGk. #NationalDonorDayCDC
@CDCgov
 · Feb 12
True or False? It is safe for people with sickle cell trait (SCT) to donate blood, organs, or tissues.
Show this poll",10,31,89
CDC,@CDCgov,2021-02-14T14:53:05.000Z,"#WearAMask
 this #ValentinesDay. Show your love and slow the spread of #COVID19. 
Learn more about masks: https://bit.ly/30QOzQF.",165,384,921
CDC,@CDCgov,2021-02-13T22:30:04.000Z,"Wearing a mask that fits snugly against the sides of your face provides more protection against #COVID19. Choose a cloth mask with multiple layers of tightly woven, breathable fabric. Nose wires may also improve mask fit. Learn more: https://bit.ly/3aWGUVW.",104,391,674
CDC,@CDCgov,2021-02-13T21:11:02.000Z,Liven up your #ValentinesDay by baking your sweetie homemade cookies. But don’t taste your treats until they are fully baked to prevent food poisoning from germs that can be found in uncooked flour & eggs. https://go.usa.gov/xpmeg,22,34,97
CDC,@CDCgov,2021-02-13T19:00:19.000Z,"Protect yourself and others you love this #ValentinesDay:
Wear a mask
Stay at least 6 ft apart
Avoid crowds & poorly ventilated spaces
Wash hands often
Get a vaccine when it's available to you
Do them all for best protection from #COVID19. More: https://bit.ly/3n6X3x4.",125,351,593
CDC,@CDCgov,2021-02-12T22:21:02.000Z,"FOOD OUTBREAK: Listeria outbreak linked to Hispanic-style fresh & soft cheeses like queso fresco. If you are pregnant, aged 65 or older, or have a weakened immune system, do not eat these types of cheeses until we identify a specific type/brand. https://go.usa.gov/xsraW",34,663,561
CDC,@CDCgov,2021-02-12T16:53:05.000Z,"#Clinicians and #Pharmacists, the 2021 CDC Recommended Immunization Schedules are available online. Make sure you and your staff reference the updated schedules. View here: https://bit.ly/2GL85CT.",9,33,81
CDC,@CDCgov,2021-02-12T16:01:20.000Z,"The National #COVIDVaccineForum will bring together tribal leaders, health care representatives, and faith leaders to discuss strategies and best practices for effective and equitable vaccination efforts in their communities. https://bit.ly/3a2gByy.",11,76,158
CDC,@CDCgov,2021-02-12T15:16:17.000Z,"Thank you for helping spread the word, 
@GalGadot
! We can all be heroes & slow the spread of #COVID19: 
• #WearAMask
• Stay 6 feet apart
• Avoid crowds and poorly ventilated spaces
• Wash your hands often
Learn more at http://cdc.gov/coronavirus. 
#MaskUpAmericaGal Gadot
@GalGadot
 · Feb 10
Masks save lives! 
Join me and @WarnerMedia @AdCouncil @CDCgov and #MaskUpAmerica",26,127,450
International Space Station,@Space_Station,2021-02-11T01:30:36.000Z,The Exp 64 crew explored how space affects the human nervous system and exercise while also working on U.S. spacesuits today. More... https://go.nasa.gov/3aRXxSD,31,169,1.4K
CDC,@CDCgov,2021-02-11T21:44:03.000Z,#NEW: Wearing two masks can improve fit & give you better protection from #COVID19. Wear a disposable mask under a cloth mask. Learn more: https://bit.ly/3aWGUVW.,475,1.7K,2.3K
CDC,@CDCgov,2021-02-11T20:23:04.000Z,"During times of extreme stress like the #COVID19 pandemic, people may have thoughts of suicide. Suicide is preventable, and help is available. More about signs to watch for and how to respond if you notice these signs in yourself, a friend, or a loved one: https://bit.ly/2Z8bwyw",43,181,249
CDC,@CDCgov,2021-02-11T19:50:04.000Z,"Healthcare Professionals & Organizations can learn more about promising practices & building trust around #COVID19 vaccination from experts across many fields at the National #COVIDVaccineForum Feb 22-24.
https://bit.ly/3a2gByy",14,58,94
CDC_eHealth,@CDC_eHealth,2021-02-11T18:15:09.000Z,"The latest MMWR Weekly COVID-19 Briefing is live. This week’s episode covers reports on the demographics of those who received the first dose of the COVID-19 vaccine, COVID-19 risk factors among sexual minorities, and more. Listen and subscribe: http://bit.ly/MMWRPodcast.",13,30,55
CDC,@CDCgov,2021-02-11T19:00:32.000Z,"#Pediatricians, the 2021 Recommended Child and Adolescent Immunization Schedule is now online. The recommended #vaccines are presented based on age, appropriate intervals for catch-up if needed, medical indications, & special situations. Read more: http://bit.ly/mm7006a1.",11,74,131
CDC,@CDCgov,2021-02-11T18:09:11.000Z,"This week’s 
@CDCMMWR
 #COVID19 Stats shows the different settings in which students reported masks being worn “all the time” at school. Wearing masks consistently and correctly is key to slowing the spread of COVID-19. More: https://bit.ly/MMWR21121.",30,66,105
CDC,@CDCgov,2021-02-10T18:20:00.000Z,"Be a Hero. Do your part to slow the spread of #COVID19: 
• #WearAMask
• Stay 6 feet apart
• Avoid crowds and poorly ventilated spaces
• Wash your hands often
Learn more at http://cdc.gov/coronavirus. 
#MaskUpAmerica",299,2.5K,3.2K
CDC,@CDCgov,2021-02-10T16:15:07.000Z,"In lab tests with dummies, exposure to potentially infectious aerosols decreased by about 95% when they both wore tightly fitted masks, a new 
@CDCMMWR
 finds. #WearAMask
 that fits tightly to your face to stop the spread of #COVID19. More: http://bit.ly/MMWR21021.",3.3K,8.9K,9.5K
CDC,@CDCgov,2021-02-10T15:45:08.000Z,"Join CDC leaders as they chat LIVE with 
@NASA
 astronauts Drs. Kate Rubins and Shannon Walker aboard 
@Space_Station
! Today, Feb. 10th at 11:25am ET, tune in at http://nasa.gov/live to join the conversation about space, public health, women in #STEM, & more. 
@NASA_Astronauts",19,210,1.1K
CDC,@CDCgov,2021-02-09T21:38:02.000Z,"#DYK? As of February 8, more than 42 million #COVID19 vaccine doses have been administered across the United States as part of the COVID-19 vaccine rollout. Follow daily trends in the number of vaccines administered: http://bit.ly/CDTvaxtrend.",42,101,235
CDC,@CDCgov,2021-02-09T19:16:05.000Z,#COVID19 vaccine supply is currently limited. Each state has its own plan for deciding who will be vaccinated first. Contact your state health department or check its website for more information on vaccine distribution in your area. More: https://bit.ly/2IWccCd.,40,98,163
CDC,@CDCgov,2021-02-09T18:23:17.000Z,"A new 
@CDCMMWR
 finds the percentage of Americans who intend to be vaccinated against #COVID19 went up from September to December 2020. But fewer people in some at-risk groups plan to get a vaccine. Results here: http://bit.ly/MMWR2921.",35,71,145
